байх	0	0
болов	0	0
уу	1	.
хувьсал	0	0
гэдэг	0	0
нүд	0	0
ирмэхийн	0	0
зуур	0	0
бус	0	,
алхам	0	0
алхмаар	0	0
явагддаг	0	0
бөгөөд	0	0
бид	0	0
ч	0	0
технологитой	0	0
аажмаар	0	0
уусан	0	0
нэгддэг	1	.
бид	0	0
технологийн	0	0
экспоненциал	0	0
өсөлтийн	0	0
урт	0	0
муруйгаар	0	0
аялж	0	0
байна	1	.
энэ	0	0
муруй	0	0
урагш	0	0
харахад	0	0
үргэлж	0	0
огцом	0	0
өөдөө	0	,
эргэж	0	0
харахад	0	0
үргэлж	0	0
хавтгай	0	0
мэт	0	0
санагддаг	0	0
ч	0	,
үнэн	0	0
хэрэгтээ	0	0
нэг	0	0
л	0	0
жигдхэн	0	0
үргэлжилдэг	1	.
юу	0	?
хэзээ	0	?
энэ	0	0
газар	0	0
нурж	0	0
байна	0	!
битгий	0	0
тэгж	0	0
ярь	1	.
хүн	0	0
бүрийн	0	0
зам	0	0
өөр	1	.
миний	0	0
зам	0	0
та	0	0
хоёрынхоос	0	0
илүү	0	0
дээр	0	0
гэсэн	0	0
үг	0	0
биш	1	.
зүгээр	0	0
л	0	0
өөр	1	.
энэ	0	0
бол	0	0
төгсгөл	0	0
биш	1	.
амлая	1	.
бид	0	0
чамайг	0	0
дэмжинэ	1	.
одоо	0	0
яв	1	.
тэр	0	0
охин	0	0
явах	0	0
гэж	0	0
байна	1	.
хөөх	0	,
тэр	0	0
чинь	0	0
сайн	0	0
хэрэг	0	0
байна	0	0
шүү	0	0
дээ	1	.
та	0	0
хоёр	0	0
ядаж	0	0
л	0	0
танилцсан	0	0
байна	1	.
би	0	0
чамд	0	0
хайртай	1	.
энэ	0	0
үгийг	0	0
би	0	0
чамд	0	0
өдөр	0	0
бүр	0	0
хэлмээр	0	0
байна	1	.
энэ	0	0
уулын	0	0
цаана	0	0
юу	0	0
нуугдаж	0	0
байгаа	0	0
бол	0	?
бидний	0	0
алхам	0	0
түүх	0	0
бичнэ	1	.
миний	0	0
оюун	0	0
ухаан	0	0
яг	0	0
энд	0	,
чам	0	0
дээр	0	0
төвлөрч	0	0
байна	1	.
чиний	0	0
хөдөлгөөн	0	0
бүрийг	0	,
чиний	0	0
санаа	0	0
бүрийг	0	0
уншихыг	0	0
хичээж	0	0
байна	1	.
тэгвэл	0	0
тэмцэл	0	0
дуусаагүй	1	.
бие	0	0
хөгширсөн	0	0
ч	0	,
сэтгэл	0	0
залуугаараа	0	0
шүү	0	0
дээ	1	.
бид	0	0
гурав	0	0
нийлчихвэл	0	0
одоо	0	0
ч	0	0
гэсэн	0	0
ямар	0	0
ч	0	0
ууланд	0	0
авирч	0	0
чадна	1	.
хүмүүсийн	0	0
итгэлээс	0	0
үл	0	0
хамааран	0	0
тэр	0	0
зүйл	0	0
оршсоор	0	0
байдаг	0	0
гэж	0	0
боддог	1	.
бидний	0	0
аялал	0	0
энэ	0	0
газарт	0	0
төгсгөлтэй	0	0
биш	1	.
түүний	0	0
нүд	0	0
яг	0	0
л	0	0
тэнгэрийн	0	0
чулуу	0	0
шиг	0	0
туяараад	0	0
байна	1	.
тэгэлгүй	0	0
яах	0	0
вэ	1	.
хичээл	0	0
нь	0	0
нэгдүгээрт	0	0
байх	0	0
ёстой	1	.
хэрвээ	0	0
мөнгө	0	0
төгрөгний	0	0
асуудал	0	0
гарвал	0	0
бид	0	0
эндээс	0	0
яаж	0	0
ийгээд	0	0
л	0	0
аргална	1	.
эцэг	0	0
эхийн	0	0
үүрэг	0	0
гэдэг	0	0
чинь	0	0
энэ	0	0
шүү	0	0
дээ	1	.
энэ	0	0
зам	0	0
биднийг	0	0
шалгаж	0	0
байна	1	.
бид	0	0
буцаад	0	0
ирлээ	0	0
…	0	0
тийм	0	0
шүү	1	.
нэг	0	0
нь	0	0
сулрахад	0	0
нөгөө	0	0
нь	0	0
цэнэглэж	0	0
өгдөг	1	.
тийм	0	,
гэхдээ	0	0
болгоомжтой	0	0
...	0	0
тэр	0	0
найз	0	0
минь	0	0
намайг	0	0
хүлээж	0	0
байгаа	1	.
алдаа	0	0
гэнэ	0	0
ээ	0	?
энэ	0	0
бол	0	0
зүгээр	0	0
нэг	0	0
алдаа	0	0
биш	1	.
энэ	0	0
бол	0	0
урвалт	0	!
чи	0	0
миний	0	0
итгэлийг	0	0
хөсөрдүүлсэн	1	.
энэ	0	0
яаж	0	0
болчихов	0	?
тэгвэл	0	0
тэр	0	0
өргөсийг	0	0
би	0	0
өдөр	0	0
бүр	0	0
үнсэлтээрээ	0	,
хайраараа	0	0
сугалж	0	0
авах	0	0
болно	1	.
чиний	0	0
зүрхэнд	0	0
ямар	0	0
ч	0	0
шарх	0	,
ямар	0	0
ч	0	0
өргөс	0	0
үлдээхгүй	1	.
чи	0	0
хувь	0	0
тавиланд	0	0
итгэдэг	0	0
үү	0	?
цаанаас	0	0
хүмүүсийн	0	0
дуу	0	0
гарч	0	0
байна	1	.
намайг	0	0
ч	0	0
бас	0	0
тэгж	0	0
санагдаж	0	0
байна	1	.
хүндлэл	0	0
...	0	0
тулааны	0	0
талбарт	0	0
хүндлэл	0	0
гэж	0	0
байхгүй	1	.
зөвхөн	0	0
ялагч	0	,
ялагдагч	0	0
гэж	0	0
л	0	0
бий	1	.
чи	0	0
бол	0	0
бизнесээс	0	0
чинь	0	0
илүү	0	0
агуу	0	0
хүн	1	.
чиний	0	0
амжилт	0	,
ялагдал	0	0
бидний	0	0
нөхөрлөлд	0	0
хамаагүй	1	.
чи	0	0
бол	0	0
бидний	0	0
найз	1	.
энэ	0	0
л	0	0
чухал	1	.
одоо	0	0
л	0	0
бид	0	0
шийдвэрлэх	0	0
тулаанд	0	0
орж	0	0
байна	1	.
тэгээд	0	0
тэр	0	0
охин	0	0
яасан	0	?
би	0	0
хариуцлагаа	0	0
ухамсарлаж	0	0
байна	1	.
би	0	0
ч	0	0
гэсэн	0	0
ахынхаа	0	0
адил	0	0
та	0	0
нарыгаа	0	0
баярлуулсан	0	,
сайн	0	0
охин	0	0
нь	0	0
байх	0	0
болно	1	.
миний	0	0
хувьд	0	0
одоо	0	0
юу	0	0
ч	0	0
биш	1	.
энэ	0	0
хүн	0	0
миний	0	0
итгэлийг	0	0
алдсан	1	.
би	0	0
түүний	0	0
нүүрийг	0	0
дахиж	0	0
харахыг	0	0
хүсэхгүй	0	0
байна	1	.
ямар	0	?
охин	0	0
минь	0	,
чи	0	0
ахыгаа	0	0
өмөөрөхөө	0	0
боль	1	.
энэ	0	0
чинь	0	0
гэр	0	0
бүлийн	0	0
асуудал	1	.
хүү	0	0
минь	0	0
энэ	0	0
гэрийн	0	0
ууган	0	0
хүү	0	,
удам	0	0
залгах	0	0
хүн	1	.
эцэг	0	0
эхийнхээ	0	0
дэргэд	0	0
байж	0	,
асарч	0	0
түших	0	0
ёстой	1	.
аав	0	0
аа	0	0
...	0	0
би	0	0
одоогоор	0	0
эцсийн	0	0
шийдвэр	0	0
гаргаагүй	0	0
байна	1	.
гэхдээ	0	0
би	0	0
монголоо	0	,
гэр	0	0
бүлээ	0	0
хэзээ	0	0
ч	0	0
мартахгүй	1	.
миний	0	0
зүрх	0	0
сэтгэл	0	0
үргэлж	0	0
энд	0	0
байх	0	0
болно	1	.
ямар	0	0
ч	0	0
тохиолдолд	0	0
би	0	0
эх	0	0
орондоо	0	0
эргэж	0	0
ирнэ	1	.
гэхдээ	0	0
хэзээ	0	0
гэдгийг	0	0
нь	0	0
одоо	0	0
хэлж	0	0
мэдэхгүй	0	0
байна	1	.
хоёулаа	0	0
тайвширцгаая	1	.
батбаяр	0	0
аа	0	,
охиныхоо	0	0
үгийг	0	0
битгий	0	0
буруугаар	0	0
ойлго	1	.
ану	0	0
охин	0	0
минь	0	0
ч	0	0
гэсэн	0	0
аавдаа	0	0
хэтэрхий	0	0
хатуу	0	0
үг	0	0
хэлж	0	0
болохгүй	1	.
бид	0	0
чинь	0	0
гэр	0	0
бүл	1	.
бие	0	0
биенээ	0	0
ойлгохыг	0	0
хичээх	0	0
ёстой	1	.
энэ	0	0
ч	0	0
гэсэн	0	0
...	0	0
стратеги	1	.
тэгээд	0	0
эцэст	0	0
нь	0	0
бид	0	0
хоёр	0	0
бүжиглэсэн	1	.
ямар	0	0
ч	0	0
аягүй	0	,
зүгээр	0	0
л	0	0
нэг	0	0
хэмнэлээр	1	.
гэхдээ	0	0
тэр	0	0
үед	0	0
би	0	0
чиний	0	0
зүрхний	0	0
цохилтыг	0	0
мэдэрсэн	1	.
тэр	0	0
яг	0	0
л	0	0
минийх	0	0
шиг	0	0
хурдан	0	0
цохилж	0	0
байсан	1	.
тэгээд	0	0
бидний	0	0
анхны	0	0
болзоо	0	0
...	0	0
санаж	0	0
байна	0	0
уу	0	?
би	0	0
чамайг	0	0
кафед	0	0
урьчихаад	0	0
ямар	0	0
их	0	0
сандарсан	0	0
гээч	1	.
юу	0	0
ярихаа	0	0
ч	0	0
мэдэхгүй	0	,
гараа	0	0
хаана	0	0
тавихаа	0	0
ч	0	0
мэдэхгүй	1	.
заримдаа	0	0
би	0	0
чамд	0	0
атаархдаг	0	0
шүү	1	.
минийх	0	0
ч	0	0
гэсэн	1	.
тэр	0	0
үнсэлтээр	0	0
бидний	0	0
сэтгэл	0	0
зүрх	0	0
нэгдсэн	0	0
юм	0	0
шиг	0	0
санагддаг	1	.
юуг	0	0
нь	0	0
ярих	0	0
юм	0	0
бэ	0	?
бүх	0	0
зүйл	0	0
тодорхой	0	0
байна	0	0
шүү	0	0
дээ	0	!
энэ	0	0
хүн	0	0
миний	0	0
санааг	0	0
хулгайлсан	0	!
миний	0	0
бүтэн	0	0
жил	0	0
бодож	0	,
боловсруулсан	0	0
төслийг	0	0
миний	0	0
өрсөлдөгчид	0	0
зарчихсан	0	!
тэгвэл	0	0
бидний	0	0
аялал	0	0
урьд	0	0
нь	0	0
болж	0	0
байсан	0	0
хэрэг	0	0
үү	0	?
би	0	0
ч	0	0
гэсэн	0	0
чамайг	0	0
урих	0	0
гэж	0	0
бүтэн	0	0
цаг	0	0
зориг	0	0
хураасан	1	.
зүрх	0	0
амаар	0	0
гарах	0	0
шахсан	1	.
чи	0	0
бидэнгүйгээр	0	0
яах	0	0
байсан	0	0
юм	0	0
бэ	0	?
ганцаараа	0	0
энэ	0	0
өрөөнд	0	0
уйдаад	0	0
үхнэ	0	0
шүү	0	0
дээ	1	.
энэ	0	0
бол	0	0
...	0	0
түр	0	0
зуурынх	0	0
...	0	0
би	0	0
хүчээ	0	0
сэлбэнэ	1	.
мэдээж	0	0
үнэнээ	0	0
л	0	0
хэлнэ	0	0
шүү	0	0
дээ	1	.
за	0	0
за	0	,
том	0	0
дарга	0	0
аа	1	.
тэрний	0	0
оронд	0	0
энэ	0	0
бодлогыг	0	0
бодолцож	0	0
өгөөч	1	.
нэг	0	0
ч	0	0
томьёо	0	0
нь	0	0
толгойд	0	0
орохгүй	0	0
байна	1	.
за	0	,
явах	0	0
цаг	0	0
боллоо	1	.
онгоцны	0	0
бүртгэл	0	0
дуусах	0	0
дөхөж	0	0
байна	1	.
тэгвэл	0	0
бид	0	0
сэтгэлээ	0	0
нэгтгэх	0	0
ёстой	0	0
бололтой	1	.
итгэдэг	1	.
ялангуяа	0	0
бидний	0	0
хайрын	0	0
хувьд	1	.
энэ	0	0
бол	0	0
санамсаргүй	0	0
тохиолдол	0	0
байхын	0	0
аргагүй	1	.
энэ	0	0
бол	0	0
урьдаас	0	0
зурагдсан	0	0
зүйл	1	.
чиний	0	0
итгэл	0	0
сайхан	0	0
л	0	0
юм	1	.
гэхдээ	0	0
би	0	0
одоо	0	0
явах	0	0
хэрэгтэй	1	.
надад	0	0
ажил	0	0
их	0	0
байна	1	.
харин	0	0
тийм	0	0
үү	0	?
цалин	0	0
хэд	0	0
өгөх	0	0
юм	0	?
гэрэл	0	0
бидний	0	0
дотор	0	0
байна	1	.
одоо	0	0
би	0	0
нэг	0	0
жижиг	0	0
дэлгүүр	0	0
ажиллуулдаг	1	.
эхнэртэйгээ	0	0
хамт	1	.
амар	0	0
тайван	0	,
сэтгэл	0	0
хангалуун	0	0
байна	1	.
би	0	0
одоо	0	0
л	0	0
ойлгож	0	0
байна	1	.
жинхэнэ	0	0
баялаг	0	0
гэдэг	0	0
дансан	0	0
дахь	0	0
тоонд	0	0
биш	0	,
харин	0	0
хажууд	0	0
чинь	0	0
байгаа	0	0
хүмүүст	0	0
л	0	0
байдаг	0	0
юм	0	0
байна	1	.
тийм	0	0
шүү	1	.
аав	0	,
ээж	0	0
хоёр	0	0
маань	0	0
бидний	0	0
үлгэр	0	0
дуурайл	1	.
би	0	0
ч	0	0
гэсэн	0	0
ирээдүйд	0	0
яг	0	0
та	0	0
хоёр	0	0
шигээ	0	0
сайхан	0	0
гэр	0	0
бүл	0	0
зохиохыг	0	0
хүсдэг	1	.
хайртай	0	0
хүнээ	0	0
олоод	0	,
түүнтэйгээ	0	0
хамт	0	0
амьдралын	0	0
сайн	0	0
мууг	0	0
туулж	0	,
үр	0	0
хүүхдээ	0	0
өсгөнө	0	0
гэдэг	0	0
сайхан	1	.
тийм	0	0
ээ	1	.
одоо	0	0
гэртээ	0	0
харьцгаая	1	.
гэр	0	0
нэг	0	0
л	0	0
эзгүйрээд	0	,
хоосон	0	0
оргиод	0	0
ирэх	0	0
байх	0	0
даа	1	.
тэр	0	0
ухарч	0	0
байна	1	.
тийм	0	0
ээ	0	,
сэтгэлийн	0	0
холбоо	0	0
гэдэг	0	0
зүйл	0	0
үнэхээр	0	0
байдаг	0	0
юм	0	0
шиг	1	.
би	0	0
чиний	0	0
юу	0	0
бодож	0	0
байгааг	0	,
юу	0	0
мэдэрч	0	0
байгааг	0	0
тааж	0	0
чаддаг	1	.
за	0	,
хүү	0	0
минь	0	,
охин	0	0
минь	0	,
ажил	0	0
төрөл	0	0
сайн	0	0
уу	0	?
энэ	0	0
долоо	0	0
хоногт	0	0
юу	0	0
сонин	0	0
сайхантай	0	0
байв	0	0
даа	0	?
тэгвэл	0	0
бид	0	0
илүү	0	0
хүчирхэг	0	0
байх	0	0
ёстой	1	.
бид	0	0
гэрэлд	0	0
хүрсэн	0	0
бол	0	0
тэднийг	0	0
ч	0	0
бас	0	0
хүргэж	0	0
чадна	1	.
энэ	0	0
бол	0	0
зүгээр	0	0
нэг	0	0
эрх	0	0
биш	0	0
…	0	0
энэ	0	0
бол	0	0
даалгавар	1	.
болиоч	0	!
чи	0	0
хэтэрч	0	0
байна	0	!
тэр	0	0
алдаа	0	0
гаргасан	0	0
байж	0	0
болно	1	.
гэхдээ	0	0
тэр	0	0
санаатайгаар	0	0
тэгээгүй	0	0
гэдэгт	0	0
би	0	0
итгэж	0	0
байна	1	.
бид	0	0
хоёулаа	0	0
л	0	0
түүнийг	0	0
мэднэ	0	0
шүү	0	0
дээ	1	.
тэр	0	0
ийм	0	0
зүйл	0	0
хийх	0	0
хүн	0	0
биш	1	.
гэхдээ	0	0
тэр	0	0
хуудаснуудыг	0	0
урж	0	0
хаяж	0	0
чадахгүй	0	0
шүү	0	0
дээ	1	.
тэд	0	0
үргэлж	0	0
тэндээ	0	0
л	0	0
байна	1	.
тийм	0	0
ээ	0	,
гэхдээ	0	0
хэл	0	0
нь	0	0
танигдахгүй	0	0
байна	1	.
тэгвэл	0	0
бидний	0	0
аялал	0	0
зөвхөн	0	0
эхлэл	0	0
байжээ	1	.
чи	0	0
зүгээр	0	0
үү	0	?
бид	0	0
чамд	0	0
хэлсэн	0	0
шүү	0	0
дээ	1	.
нэг	0	0
нь	0	0
нийтийн	0	0
төлөө	0	,
нийт	0	0
нь	0	0
нэгнийхээ	0	0
төлөө	1	.
хэрэггүй	0	0
дээ	1	.
би	0	0
та	0	0
хоёрт	0	0
бэлэглэнэ	1	.
гарын	0	0
үсэгтэйгээр	1	.
тэглээ	0	0
ч	0	0
би	0	0
явах	0	0
ёстой	1	.
хөөе	0	,
та	0	0
